10.49,2.95,1504652400,
5.43,9.1,1504653300,
21.9,5.34,1504654200,
22.35,3.8,1504655100,
19.21,1.39,1504656000,
13.38,7.43,1504656900,
18.65,4.14,1504657800,
7.22,9.34,1504658700,
21.25,0.74,1504659600,
14.77,1.88,1504660500,
19.39,3.59,1504661400,
9.72,1.06,1504662300,
18.5,3.86,1504663200,
21.66,4.34,1504664100,
7.41,6.47,1504665000,
21.34,5.31,1504665900,
18.28,0.9,1504666800,
14.42,6.39,1504667700,
14.02,8.96,1504668600,
14.93,6.79,1504669500,
12.1,7.56,1504670400,
15.5,6.12,1504671300,
5.36,1.87,1504672200,
10.26,3.35,1504673100,
16.57,4.25,1504674000,
22.81,14.91,1504674900,
19.6,9.87,1504675800,
23.84,2.11,1504676700,
39.5,21.04,1504677600,
39.75,6.4,1504678500,
41.61,16.5,1504679400,
47.28,14.28,1504680300,
59.23,11.49,1504681200,
57.5,28.19,1504682100,
47.33,24.16,1504683000,
47.91,22.4,1504683900,
51.24,19.79,1504684800,
60.36,23.74,1504685700,
68.36,24.53,1504686600,
59.41,15.29,1504687500,
50.53,28.13,1504688400,
49.45,20.9,1504689300,
41.32,23.85,1504690200,
41.08,15.34,1504691100,
28.53,10.14,1504692000,
21.47,11.05,1504692900,
33.94,10.89,1504693800,
27.37,6.36,1504694700,
43.33,15.86,1504695600,
37.09,11.37,1504696500,
33.2,10.79,1504697400,
30.01,14.37,1504698300,
27.49,8.8,1504699200,
42.22,8.85,1504700100,
27.15,12.58,1504701000,
43.71,11.42,1504701900,
33.79,19.87,1504702800,
20.25,14.32,1504703700,
39.61,9.97,1504704600,
30.46,5.48,1504705500,
38.42,17.56,1504706400,
28.2,9.68,1504707300,
25.62,17.4,1504708200,
23.8,6.36,1504709100,
48.77,20.66,1504710000,
59.06,22.78,1504710900,
52.29,15.31,1504711800,
43.24,24.45,1504712700,
61.16,31.25,1504713600,
50.55,17.67,1504714500,
57.67,25.07,1504715400,
50.6,24.81,1504716300,
67.88,21.03,1504717200,
69.69,31.76,1504718100,
56.21,26.9,1504719000,
64.54,34.15,1504719900,
55.04,25.1,1504720800,
52.12,22.4,1504721700,
61.35,28.3,1504722600,
52.28,17.99,1504723500,
39.53,16.31,1504724400,
31.54,12.78,1504725300,
34.39,11.36,1504726200,
38.41,6.36,1504727100,
25.98,4.93,1504728000,
25.94,9.78,1504728900,
25.63,3.98,1504729800,
21.57,9.65,1504730700,
26.44,9.9,1504731600,
19.51,12.92,1504732500,
23.25,1.12,1504733400,
11.02,7.75,1504734300,
24.09,10.7,1504735200,
13.93,8.24,1504736100,
14.93,4.91,1504737000,
16.96,13.78,1504737900,
10.42,9.78,1504738800,
14.31,3.03,1504739700,
24.78,7.42,1504740600,
21.14,0.55,1504741500,
13.64,2.02,1504742400,
5.21,8.31,1504743300,
11.89,6.86,1504744200,
6.92,8.19,1504745100,
7.42,2.5,1504746000,
18.66,7.64,1504746900,
10.94,8.45,1504747800,
11.04,2.88,1504748700,
21.82,2.03,1504749600,
13.07,6.37,1504750500,
8.9,5.56,1504751400,
22.84,5.16,1504752300,
21.06,8.64,1504753200,
24.0,5.03,1504754100,
24.52,3.83,1504755000,
22.25,8.08,1504755900,
15.28,8.27,1504756800,
12.7,1.09,1504757700,
8.78,4.52,1504758600,
24.65,5.2,1504759500,
14.77,7.86,1504760400,
21.48,12.1,1504761300,
17.88,11.12,1504762200,
13.74,3.58,1504763100,
43.95,13.84,1504764000,
39.01,8.33,1504764900,
43.92,14.14,1504765800,
49.61,24.81,1504766700,
52.07,27.47,1504767600,
44.06,22.79,1504768500,
58.43,16.71,1504769400,
43.2,23.98,1504770300,
69.02,28.89,1504771200,
53.21,20.62,1504772100,
68.18,27.83,1504773000,
55.47,19.85,1504773900,
58.14,23.42,1504774800,
47.85,25.1,1504775700,
40.17,29.12,1504776600,
40.77,27.71,1504777500,
20.34,14.93,1504778400,
25.1,9.39,1504779300,
39.56,9.13,1504780200,
31.47,13.05,1504781100,
41.24,17.19,1504782000,
32.48,10.0,1504782900,
37.03,15.74,1504783800,
36.04,19.74,1504784700,
25.29,16.71,1504785600,
30.09,5.34,1504786500,
42.64,10.64,1504787400,
32.84,19.62,1504788300,
37.76,5.05,1504789200,
35.37,5.97,1504790100,
35.25,18.2,1504791000,
29.59,8.66,1504791900,
32.9,9.93,1504792800,
39.36,11.75,1504793700,
26.46,7.63,1504794600,
37.9,17.52,1504795500,
49.98,26.94,1504796400,
47.06,15.66,1504797300,
55.01,17.71,1504798200,
46.31,11.27,1504799100,
51.98,22.83,1504800000,
48.37,26.35,1504800900,
51.14,23.58,1504801800,
46.79,21.09,1504802700,
63.2,27.41,1504803600,
55.44,29.59,1504804500,
69.95,28.5,1504805400,
62.88,39.63,1504806300,
46.81,19.2,1504807200,
56.38,29.92,1504808100,
60.46,33.78,1504809000,
45.17,34.3,1504809900,
35.11,18.35,1504810800,
23.99,16.19,1504811700,
25.43,12.65,1504812600,
29.65,10.91,1504813500,
28.94,6.17,1504814400,
19.51,1.59,1504815300,
16.01,2.28,1504816200,
24.91,1.09,1504817100,
17.52,13.23,1504818000,
18.88,13.86,1504818900,
27.8,2.47,1504819800,
27.36,14.15,1504820700,
19.91,9.98,1504821600,
19.93,7.98,1504822500,
13.08,6.62,1504823400,
25.21,10.28,1504824300,
17.74,9.07,1504825200,
17.99,8.08,1504826100,
13.58,7.41,1504827000,
11.94,4.97,1504827900,
23.09,5.14,1504828800,
8.03,3.17,1504829700,
22.39,1.81,1504830600,
9.99,6.23,1504831500,
14.7,0.62,1504832400,
21.66,4.35,1504833300,
17.81,6.63,1504834200,
7.57,5.74,1504835100,
10.15,4.25,1504836000,
16.83,8.52,1504836900,
10.1,3.76,1504837800,
8.51,8.09,1504838700,
