7.36,4.5,1504652400,
15.95,7.15,1504653300,
8.31,1.03,1504654200,
11.38,8.56,1504655100,
17.56,9.45,1504656000,
10.97,4.66,1504656900,
5.4,6.48,1504657800,
9.8,4.01,1504658700,
15.52,3.2,1504659600,
11.83,3.91,1504660500,
22.99,0.14,1504661400,
6.97,4.39,1504662300,
8.08,5.14,1504663200,
12.76,7.53,1504664100,
24.99,4.91,1504665000,
18.19,6.88,1504665900,
5.99,8.15,1504666800,
9.63,6.58,1504667700,
16.43,0.01,1504668600,
22.56,4.34,1504669500,
9.59,0.77,1504670400,
20.89,4.13,1504671300,
18.11,6.37,1504672200,
18.69,5.38,1504673100,
15.01,11.19,1504674000,
14.41,8.04,1504674900,
20.81,1.13,1504675800,
12.93,6.43,1504676700,
37.15,15.33,1504677600,
37.87,23.93,1504678500,
42.96,15.9,1504679400,
49.32,15.68,1504680300,
57.95,27.77,1504681200,
52.29,24.37,1504682100,
55.27,28.29,1504683000,
49.92,11.09,1504683900,
54.19,15.08,1504684800,
54.82,26.17,1504685700,
55.16,23.25,1504686600,
56.73,21.66,1504687500,
45.07,25.95,1504688400,
53.5,23.88,1504689300,
44.08,17.97,1504690200,
47.8,29.53,1504691100,
20.07,9.91,1504692000,
21.93,8.99,1504692900,
24.52,7.38,1504693800,
32.31,9.07,1504694700,
33.9,7.32,1504695600,
38.27,16.2,1504696500,
41.47,15.68,1504697400,
34.7,15.57,1504698300,
44.95,15.32,1504699200,
40.56,17.96,1504700100,
43.95,16.88,1504701000,
28.38,12.75,1504701900,
27.56,16.96,1504702800,
21.28,6.91,1504703700,
21.73,8.02,1504704600,
36.67,9.35,1504705500,
24.94,6.77,1504706400,
20.58,17.67,1504707300,
21.85,8.04,1504708200,
39.22,19.24,1504709100,
40.78,23.39,1504710000,
58.78,21.47,1504710900,
51.63,17.59,1504711800,
50.35,14.4,1504712700,
63.0,16.59,1504713600,
67.26,29.34,1504714500,
68.82,19.35,1504715400,
54.77,30.34,1504716300,
55.46,29.15,1504717200,
58.42,35.73,1504718100,
65.53,37.83,1504719000,
79.04,36.07,1504719900,
50.2,27.01,1504720800,
60.28,16.31,1504721700,
53.79,23.93,1504722600,
63.54,23.91,1504723500,
30.28,14.21,1504724400,
24.44,19.24,1504725300,
27.34,17.26,1504726200,
35.33,17.7,1504727100,
18.43,4.05,1504728000,
33.02,4.83,1504728900,
31.58,6.74,1504729800,
33.92,1.21,1504730700,
20.32,2.81,1504731600,
16.15,0.1,1504732500,
24.76,1.46,1504733400,
16.43,7.86,1504734300,
17.14,6.69,1504735200,
12.77,14.46,1504736100,
22.46,14.12,1504737000,
29.81,5.24,1504737900,
15.36,2.52,1504738800,
17.96,4.92,1504739700,
18.8,2.08,1504740600,
7.5,3.7,1504741500,
17.56,1.95,1504742400,
12.16,9.56,1504743300,
21.57,4.74,1504744200,
6.11,5.29,1504745100,
17.31,5.15,1504746000,
22.85,3.82,1504746900,
17.08,2.23,1504747800,
16.12,5.06,1504748700,
15.51,1.44,1504749600,
6.62,8.92,1504750500,
21.51,1.32,1504751400,
21.9,0.99,1504752300,
16.85,5.47,1504753200,
9.55,0.01,1504754100,
20.92,3.38,1504755000,
22.37,5.61,1504755900,
21.83,7.4,1504756800,
23.53,0.35,1504757700,
19.55,0.94,1504758600,
19.0,7.21,1504759500,
10.04,1.29,1504760400,
14.06,9.17,1504761300,
17.91,2.72,1504762200,
23.58,9.04,1504763100,
36.69,24.69,1504764000,
49.24,9.41,1504764900,
31.8,11.01,1504765800,
32.97,22.61,1504766700,
45.95,22.94,1504767600,
