16.75,9.05,1504652400,
19.64,5.27,1504653300,
14.43,6.25,1504654200,
21.06,2.35,1504655100,
18.1,4.74,1504656000,
9.46,2.45,1504656900,
5.18,1.79,1504657800,
17.52,2.72,1504658700,
14.81,9.58,1504659600,
10.8,3.52,1504660500,
10.77,6.45,1504661400,
15.31,1.36,1504662300,
10.57,6.33,1504663200,
13.81,5.89,1504664100,
9.25,1.62,1504665000,
14.54,8.5,1504665900,
11.72,9.14,1504666800,
13.32,7.5,1504667700,
12.77,7.6,1504668600,
23.02,4.32,1504669500,
17.45,0.52,1504670400,
11.87,4.08,1504671300,
6.95,7.42,1504672200,
24.44,1.88,1504673100,
18.68,4.24,1504674000,
13.96,7.0,1504674900,
10.33,7.47,1504675800,
16.59,7.11,1504676700,
37.27,18.46,1504677600,
32.78,16.18,1504678500,
44.68,23.37,1504679400,
33.14,17.56,1504680300,
54.43,16.78,1504681200,
51.96,28.65,1504682100,
56.51,29.08,1504683000,
50.09,23.49,1504683900,
61.32,24.02,1504684800,
67.29,22.03,1504685700,
68.81,18.56,1504686600,
55.34,22.56,1504687500,
46.93,27.09,1504688400,
59.45,29.66,1504689300,
55.69,20.09,1504690200,
43.18,26.21,1504691100,
36.88,10.57,1504692000,
37.93,12.81,1504692900,
23.28,6.03,1504693800,
20.87,5.33,1504694700,
26.5,13.29,1504695600,
37.07,9.75,1504696500,
32.19,9.5,1504697400,
35.68,11.03,1504698300,
38.33,15.73,1504699200,
44.97,13.04,1504700100,
43.11,18.01,1504701000,
31.39,6.69,1504701900,
36.5,10.8,1504702800,
21.25,12.73,1504703700,
29.33,8.45,1504704600,
23.27,18.88,1504705500,
26.19,14.62,1504706400,
24.85,13.09,1504707300,
26.01,11.22,1504708200,
28.81,5.12,1504709100,
55.3,26.84,1504710000,
43.85,29.31,1504710900,
43.13,20.02,1504711800,
54.96,21.22,1504712700,
65.7,25.15,1504713600,
46.1,30.68,1504714500,
68.89,31.98,1504715400,
62.96,24.68,1504716300,
57.47,38.69,1504717200,
67.3,23.72,1504718100,
70.56,22.43,1504719000,
75.62,36.81,1504719900,
54.55,25.0,1504720800,
46.29,16.47,1504721700,
54.7,24.91,1504722600,
47.38,21.84,1504723500,
39.65,13.98,1504724400,
31.9,19.38,1504725300,
34.58,19.05,1504726200,
34.88,19.92,1504727100,
17.95,3.71,1504728000,
20.46,7.67,1504728900,
27.55,4.31,1504729800,
26.7,6.48,1504730700,
29.96,10.11,1504731600,
12.18,3.52,1504732500,
27.05,1.49,1504733400,
19.29,7.26,1504734300,
